INDICADOR,PAIS,ANO,VALOR,UNIDADE
Proportion of individuals who own a mobile telephone,Jamaica,2016,955.907,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2015,808.985,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2016,836.004,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2017,883.117,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2018,889.807,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2019,921.433,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2020,928.898,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2021,929.895,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2015,802.776,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2016,820.043,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2017,870.267,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2018,875.977,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2019,912.968,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2020,92.11,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2021,924.151,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2015,815.485,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2016,852.941,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2017,896.995,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2018,904.649,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2019,930.547,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2020,937.168,PERCENT
Proportion of individuals who own a mobile telephone,Japan,2021,936.027,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2016,853.928,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2017,868.076,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2018,879.273,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2019,88.121,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2020,905.226,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2021,925.908,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2016,84.817,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2017,86.498,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2018,871.449,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2019,876.821,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2020,90.138,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2021,925.023,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2016,860.188,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2017,871.437,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2018,887.755,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2019,88.596,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2020,909.382,PERCENT
Proportion of individuals who own a mobile telephone,Kazakhstan,2021,926.862,PERCENT
Proportion of individuals who own a mobile telephone,Kenya,2015,448.235,PERCENT
Proportion of individuals who own a mobile telephone,Kenya,2016,44.8,PERCENT
Proportion of individuals who own a mobile telephone,Kenya,2019,473.221,PERCENT
Proportion of individuals who own a mobile telephone,Kenya,2015,437.138,PERCENT
Proportion of individuals who own a mobile telephone,Kenya,2019,470.442,PERCENT
Proportion of individuals who own a mobile telephone,Kenya,2015,459.679,PERCENT
Proportion of individuals who own a mobile telephone,Kenya,2019,476.075,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2014,846.743,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2015,957.433,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2016,900.427,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2017,943.518,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2018,959.956,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2019,961.436,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2020,962.235,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2021,975.713,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2014,815.838,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2015,945.263,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2016,876.367,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2017,930.508,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2018,947.921,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2019,953.102,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2020,954.275,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2021,969.235,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2014,877.201,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2015,969.399,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2016,924.102,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2017,95.615,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2018,97.157,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2019,969.493,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2020,969.919,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Korea,2021,981.968,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2017,99.7,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2018,992.177,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2019,992.177,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2020,99.2,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2021,99.2,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2017,998.872,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2018,993.864,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2019,992.177,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2020,997.513,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2021,997.513,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2017,995.903,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2018,991.388,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2019,992.177,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2020,988.727,PERCENT
Proportion of individuals who own a mobile telephone,Kuwait,2021,988.727,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2019,78,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2020,80.4,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2021,81.1,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2022,82.7,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2019,78.5,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2020,80.7,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2021,81.2,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2022,82.5,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2019,77.6,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2020,80.1,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2021,81.1,PERCENT
Proportion of individuals who own a mobile telephone,Latin America and the Caribbean,2022,82.9,PERCENT
Proportion of individuals who own a mobile telephone,Lesotho,2016,786.532,PERCENT
Proportion of individuals who own a mobile telephone,Lesotho,2019,816.881,PERCENT
Proportion of individuals who own a mobile telephone,Lesotho,2019,827.901,PERCENT
Proportion of individuals who own a mobile telephone,Lesotho,2019,800.266,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2019,56,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2020,57.7,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2021,59.2,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2022,60.8,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2019,49.8,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2020,51.5,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2021,52.9,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2022,54.5,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2019,61.5,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2020,63.2,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2021,64.8,PERCENT
Proportion of individuals who own a mobile telephone,Landlocked developing countries ,2022,66.2,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2014,967.081,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2015,957.031,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2016,955.475,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2017,957.031,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2018,957.021,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2019,957.031,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2014,969.856,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2015,958.824,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2016,955.883,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2017,958.824,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2018,958.824,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2019,958.845,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2014,963.952,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2015,955.015,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2016,955.015,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2017,955.015,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2018,955.016,PERCENT
Proportion of individuals who own a mobile telephone,Lithuania,2019,955.036,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2014,922.502,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2015,922.202,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2016,916.871,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2018,895.297,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2019,927.111,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2014,91.762,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2015,918.282,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2016,916.011,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2018,902.556,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2019,929.656,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2014,927.536,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2015,925.951,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2016,917.771,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2018,886.869,PERCENT
Proportion of individuals who own a mobile telephone,China Macao,2019,924.187,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2015,94.514,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2017,95.543,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2018,959.575,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2019,956.691,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2020,963.856,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2021,97.447,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2015,924.651,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2017,944.496,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2018,951.476,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2019,944.545,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2020,949.921,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2021,966.126,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2015,964.333,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2017,965.639,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2018,967.153,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2019,967.824,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2020,976.617,PERCENT
Proportion of individuals who own a mobile telephone,Malaysia,2021,982.183,PERCENT
Proportion of individuals who own a mobile telephone,Maldives,2019,931.879,PERCENT
Proportion of individuals who own a mobile telephone,Maldives,2019,92.564,PERCENT
Proportion of individuals who own a mobile telephone,Maldives,2019,939.436,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2017,757.121,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2018,768.961,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2019,781.405,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2020,793.935,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2017,727.959,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2018,746.253,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2019,760.744,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2020,775.278,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2017,787.317,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2018,792.485,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2019,80.289,PERCENT
Proportion of individuals who own a mobile telephone,Mauritius,2020,81.341,PERCENT
Proportion of individuals who own a mobile telephone,Mexico,2014,629.605,PERCENT
Proportion of individuals who own a mobile telephone,Mexico,2015,71.467,PERCENT
Proportion of individuals who own a mobile telephone,Mexico,2014,618.488,PERCENT
Proportion of individuals who own a mobile telephone,Mexico,2015,699.118,PERCENT
Proportion of individuals who own a mobile telephone,Mexico,2014,641.517,PERCENT
Proportion of individuals who own a mobile telephone,Mexico,2015,731.525,PERCENT
Proportion of individuals who own a mobile telephone,Mongolia,2018,94.44,PERCENT
Proportion of individuals who own a mobile telephone,Mongolia,2019,94.17,PERCENT
Proportion of individuals who own a mobile telephone,Mongolia,2021,943.365,PERCENT
Proportion of individuals who own a mobile telephone,Mongolia,2018,942.853,PERCENT
Proportion of individuals who own a mobile telephone,Mongolia,2019,947.417,PERCENT
Proportion of individuals who own a mobile telephone,Mongolia,2021,938.462,PERCENT
Proportion of individuals who own a mobile telephone,Mongolia,2018,946.046,PERCENT
Proportion of individuals who own a mobile telephone,Mongolia,2019,93.562,PERCENT
Proportion of individuals who own a mobile telephone,Mongolia,2021,94.857,PERCENT
Proportion of individuals who own a mobile telephone,Republic of Moldova,2013,53.637,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2014,817.238,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2015,88.2,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2016,89.029,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2017,916.753,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2018,924.276,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2019,95.646,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2020,95.646,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2021,961.874,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2014,790.017,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2015,872.224,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2016,871.047,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2017,917.292,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2018,925.494,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2019,948.534,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2020,948.534,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2021,958.623,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2014,846.193,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2015,891.955,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2016,90.978,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2017,916.206,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2018,923.043,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2019,964.482,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2020,964.482,PERCENT
Proportion of individuals who own a mobile telephone,Morocco,2021,965.165,PERCENT
Proportion of individuals who own a mobile telephone,Mozambique,2017,31.357,PERCENT
Proportion of individuals who own a mobile telephone,Mozambique,2017,263.915,PERCENT
Proportion of individuals who own a mobile telephone,Mozambique,2017,368.448,PERCENT
Proportion of individuals who own a mobile telephone,Oman,2013,771.277,PERCENT
Proportion of individuals who own a mobile telephone,Oman,2016,906.081,PERCENT
Proportion of individuals who own a mobile telephone,Oman,2020,971.041,PERCENT
Proportion of individuals who own a mobile telephone,Oman,2013,728.444,PERCENT
Proportion of individuals who own a mobile telephone,Oman,2016,865.389,PERCENT
Proportion of individuals who own a mobile telephone,Oman,2020,956.486,PERCENT
Proportion of individuals who own a mobile telephone,Oman,2013,801.962,PERCENT
Proportion of individuals who own a mobile telephone,Oman,2016,94.241,PERCENT
Proportion of individuals who own a mobile telephone,Oman,2020,977.309,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2019,94.5,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2020,94.9,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2021,95,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2022,95.3,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2019,93.9,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2020,94.5,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2021,94.9,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2022,95.4,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2019,95.1,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2020,95,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2021,95.2,PERCENT
Proportion of individuals who own a mobile telephone,Europe and Northern America,2022,95.2,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2014,743.056,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2015,786.207,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2016,842.466,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2021,874.172,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2014,712.329,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2015,780.822,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2016,824.324,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2021,868.421,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2014,774.648,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2015,802.817,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2016,861.111,PERCENT
Proportion of individuals who own a mobile telephone,Netherlands ,2021,88,PERCENT
Proportion of individuals who own a mobile telephone,Cura,2017,872.488,PERCENT
Proportion of individuals who own a mobile telephone,Cura,2017,878.994,PERCENT
Proportion of individuals who own a mobile telephone,Cura,2017,864.525,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2019,58.4,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2020,62.9,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2021,65,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2022,68.6,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2019,58.6,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2020,62.4,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2021,64.5,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2022,67.8,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2019,58.2,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2020,63.3,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2021,65.5,PERCENT
Proportion of individuals who own a mobile telephone,Oceania ,2022,69.3,PERCENT
Proportion of individuals who own a mobile telephone,Niger,2017,651.598,PERCENT
Proportion of individuals who own a mobile telephone,Niger,2017,553.714,PERCENT
Proportion of individuals who own a mobile telephone,Niger,2017,765.925,PERCENT
Proportion of individuals who own a mobile telephone,Norway,2017,98,PERCENT
Proportion of individuals who own a mobile telephone,Norway,2019,888.226,PERCENT
Proportion of individuals who own a mobile telephone,Norway,2021,96,PERCENT
Proportion of individuals who own a mobile telephone,Norway,2019,884.848,PERCENT
Proportion of individuals who own a mobile telephone,Norway,2021,97,PERCENT
Proportion of individuals who own a mobile telephone,Norway,2019,901.294,PERCENT
Proportion of individuals who own a mobile telephone,Norway,2021,95,PERCENT
Proportion of individuals who own a mobile telephone,Pakistan,2019,454.185,PERCENT
Proportion of individuals who own a mobile telephone,Pakistan,2020,455.201,PERCENT
Proportion of individuals who own a mobile telephone,Pakistan,2019,264.552,PERCENT
Proportion of individuals who own a mobile telephone,Pakistan,2020,251.866,PERCENT
Proportion of individuals who own a mobile telephone,Pakistan,2019,649.714,PERCENT
Proportion of individuals who own a mobile telephone,Pakistan,2020,650.208,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2017,791.583,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2018,807.657,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2019,81.713,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2020,818.358,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2021,831.635,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2017,761.531,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2018,778.844,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2019,790.348,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2020,789.082,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2021,811.603,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2017,821.667,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2018,836.457,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2019,843.973,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2020,847.823,PERCENT
Proportion of individuals who own a mobile telephone,Peru,2021,851.762,PERCENT
Proportion of individuals who own a mobile telephone,Philippines,2019,78.661,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2015,999.745,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2018,996.295,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2019,996.295,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2020,996.295,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2015,100,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2018,995.687,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2019,995.688,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2020,995.687,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2015,999.491,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2018,996.929,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2019,996.928,PERCENT
Proportion of individuals who own a mobile telephone,Qatar,2020,996.929,PERCENT
Proportion of individuals who own a mobile telephone,Romania,2019,961.808,PERCENT
Proportion of individuals who own a mobile telephone,Romania,2020,968.028,PERCENT
Proportion of individuals who own a mobile telephone,Romania,2021,978.431,PERCENT
Proportion of individuals who own a mobile telephone,Romania,2019,952.059,PERCENT
Proportion of individuals who own a mobile telephone,Romania,2020,962.665,PERCENT
Proportion of individuals who own a mobile telephone,Romania,2021,975.148,PERCENT
Proportion of individuals who own a mobile telephone,Romania,2019,971.689,PERCENT
Proportion of individuals who own a mobile telephone,Romania,2020,973.431,PERCENT
Proportion of individuals who own a mobile telephone,Romania,2021,981.773,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2017,94.8,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2018,948.189,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2019,969.694,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2020,972.994,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2021,981.212,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2017,947.698,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2018,946.191,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2019,969.751,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2020,97.392,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2021,98.159,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2017,948.343,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2018,950.464,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2019,96.963,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2020,971.936,PERCENT
Proportion of individuals who own a mobile telephone,Russian Federation,2021,980.781,PERCENT
Proportion of individuals who own a mobile telephone,Saint Vincent and the Grenadines,2014,967.698,PERCENT
Proportion of individuals who own a mobile telephone,Saint Vincent and the Grenadines,2015,947.993,PERCENT
Proportion of individuals who own a mobile telephone,Saint Vincent and the Grenadines,2016,935.886,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2016,61.575,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2017,94.3,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2018,95.1,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2019,968.658,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2020,98.233,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2021,100,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2016,493.848,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2017,920.164,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2018,923.508,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2019,953.889,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2020,972.732,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2021,100,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2016,707.285,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2017,959.014,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2018,970.162,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2019,978.944,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2020,988.955,PERCENT
Proportion of individuals who own a mobile telephone,Saudi Arabia,2021,100,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2016,917.518,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2017,925.602,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2020,940.568,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2021,954.582,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2016,910.675,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2017,919.479,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2020,915.336,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2021,943.723,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2016,924.601,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2017,931.939,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2020,966.691,PERCENT
Proportion of individuals who own a mobile telephone,Serbia,2021,965.823,PERCENT
Proportion of individuals who own a mobile telephone,Singapore,2016,894.875,PERCENT
Proportion of individuals who own a mobile telephone,Singapore,2017,894.875,PERCENT
